neutral	1.7772327378940722
neutral	0
contradiction	0.8377729266660966
neutral	3.877528769445222
entailment	5.168632289886929
contradiction	5.030641341015988
neutral	0.8196897959470058
contradiction	2.5609129675088274
contradiction	3.8080522477857706
neutral	5.24750790944851
entailment	3.1040791157328003
entailment	0.8414619631153359
neutral	1.6985032098586883
neutral	2.532254329336461
contradiction	0
neutral	5.515283194933201
neutral	4.4032701857801255
entailment	2.700375569595361
contradiction	1.8717104256493884
entailment	0
entailment	1.8217972028317433
contradiction	2.253974507844826
entailment	2.7274579374703967
contradiction	2.684747838027289
entailment	0
neutral	1.7686909131903006
neutral	1.4330361406342782
contradiction	1.3396157299254459
entailment	3.121609126950893
contradiction	1.729397722060352
contradiction	3.0968522311523956
contradiction	2.312094198413265
entailment	5.013828721870533
contradiction	0
neutral	0
neutral	0
entailment	3.887043588873696
contradiction	4.234793542055502
entailment	2.8080890128185727
contradiction	3.0535189908879476
entailment	3.1129643416047554
-	2.228434681742937
neutral	2.3528641850516716
entailment	0.8544545014736089
-	2.583822497161212
neutral	2.6043600925198964
contradiction	0
contradiction	0
contradiction	3.9879535444287866
neutral	1.0
-	3.677658622073289
neutral	4.45579920334892
entailment	2.9126450120623217
contradiction	3.2414846442598813
entailment	4.038161684970144
neutral	3.267470946495134
entailment	1.2223078317275946
neutral	3.0807433027438966
entailment	3.326333143453967
neutral	1.9911919954535318
neutral	2.476154453880085
neutral	3.734693876769971
neutral	2.657295082218424
neutral	4.887673690140819
neutral	3.131477504498231
entailment	0.9610726026409109
neutral	3.0793085824733777
contradiction	2.5861310057291154
contradiction	0
neutral	4.392864646753174
entailment	2.623192208070194
entailment	2.452552604747958
entailment	0
contradiction	3.7524152434223947
entailment	5.133312328831828
contradiction	2.835557506952016
entailment	2.2574693882981434
contradiction	2.4443291196201913
contradiction	3.835578623139364
contradiction	1.4145501703026377
-	4.029712719800649
contradiction	0.8818193551559569
entailment	0.894381452954206
neutral	3.363076623169121
entailment	4.483242711047252
contradiction	3.8401903481930053
entailment	1.1025660168500342
contradiction	4.881998669018627
neutral	1.9164035370598003
entailment	3.8492835707412754
neutral	0.8320324816299035
entailment	2.26069646570767
entailment	2.353964644717183
entailment	5.497470956334017
contradiction	4.902731222455394
entailment	5.460008943997715
neutral	2.443573447691773
neutral	4.927170141876046
contradiction	4.996957044235615
entailment	1.830382450587473
contradiction	3.0621563037578197
neutral	0.8285719224265735
entailment	5.508502591133351
neutral	1.7233721993829283
contradiction	3.1796151000555017
contradiction	0.43787192339362685
entailment	2.6978129612381503
entailment	2.6477454745038367
neutral	3.1247948508060017
contradiction	5.07405668333115
contradiction	0.8241715068525346
neutral	3.6950371830798523
neutral	0
entailment	2.9522188510667076
entailment	4.91142708441677
entailment	2.7600828848714265
contradiction	5.497566247698973
contradiction	3.221983729821593
contradiction	2.4596082441168146
contradiction	2.2425384871742158
entailment	5.479540005149321
neutral	0
neutral	1.7634542294595201
contradiction	2.488894079401847
entailment	2.3692355747649945
neutral	2.7799652920690145
neutral	1.7903609002007261
-	2.726253629631272
entailment	4.2509341266289935
entailment	4.432732962887355
contradiction	4.9767436992746195
contradiction	3.7550227558584344
entailment	2.8249006460086754
contradiction	0
contradiction	1.0
contradiction	3.7725689458371616
contradiction	1.8460018524331923
contradiction	4.530260902921451
neutral	5.588309245312393
entailment	3.048277555820674
neutral	2.8652280144788227
contradiction	2.6638993415022387
contradiction	3.8418375302699563
contradiction	2.5161404680887913
contradiction	4.367549611140368
neutral	0
entailment	1.699076589018847
contradiction	0
neutral	3.2219583758695514
neutral	2.8250832527414844
neutral	3.142708093088189
neutral	5.0962961345563675
contradiction	4.064414683509149
contradiction	1.670964403018687
neutral	2.6080908175048165
neutral	2.5305094039239417
contradiction	1.8289684887996014
entailment	2.097209117026428
entailment	2.571637564376488
entailment	2.243607057019571
entailment	5.490084144586158
contradiction	1.461134269420375
contradiction	1.4145935853953437
