neutral	2.622718560843517
contradiction	2.5937180127173023
entailment	3.6965543935991616
contradiction	3.7842966037737344
contradiction	2.976434572683697
contradiction	3.7825473828845073
contradiction	5.4921372846681
neutral	2.48312666317038
contradiction	3.8319571293219155
neutral	1.7410727494095162
contradiction	2.5089619823310114
contradiction	3.167330318466631
contradiction	3.850972007729873
entailment	4.995395633719338
neutral	2.8389431130400378
entailment	4.363063021093619
entailment	2.6399345114134682
entailment	3.068859126812032
neutral	1.8642093378747568
contradiction	4.5126569040320454
neutral	5.166963855124767
entailment	0
neutral	2.829373347581472
neutral	4.097761045162175
neutral	1.8281904860188702
contradiction	2.53430410666438
neutral	2.66837837817235
contradiction	2.682032823368288
neutral	2.5495165143317253
neutral	2.2421055101980727
entailment	3.1006953748199413
entailment	1.2408238003804628
contradiction	3.9820141957804513
entailment	3.729322886963227
entailment	4.32172031105492
neutral	4.453012686953791
neutral	4.081585271361737
entailment	0.8662098777145926
entailment	0
contradiction	3.9199548522911742
neutral	2.5123292713216627
contradiction	1.6687125917010037
entailment	3.973291104738448
contradiction	4.315845199918044
contradiction	3.1378965955585265
contradiction	4.120711153243638
entailment	0
entailment	3.835152023094592
entailment	1.976228293150622
entailment	3.9391778401186412
neutral	2.2363909701038334
contradiction	3.6455207439466566
entailment	4.880669319350168
neutral	0.9072058789524257
contradiction	2.554436017920026
neutral	1.7134356769480075
entailment	2.826498811493866
contradiction	3.212074943772249
contradiction	3.1211134312598627
neutral	3.91468021281366
neutral	2.291011814499696
entailment	2.6153664214097465
neutral	3.9272715608862496
contradiction	0
contradiction	2.7976502001236057
neutral	0
entailment	1.0134072198262334
contradiction	3.876184197117013
entailment	1.7180690918976795
entailment	3.876548792715367
contradiction	3.6707378983303127
entailment	2.3870737329995815
contradiction	3.8860166484606413
contradiction	1.2839894779619603
contradiction	0
neutral	2.45422906973659
entailment	5.018683434101119
neutral	3.3203319248062053
contradiction	4.503236034822536
contradiction	3.9781228646306883
entailment	1.8452861971782917
entailment	2.017839718700587
neutral	4.46821982489077
contradiction	4.014267766118141
neutral	4.984735599325672
contradiction	4.338703111389694
entailment	2.6696107348692895
neutral	2.892005122450576
entailment	5.492338400568623
entailment	2.8325001281107776
neutral	2.8238101186561986
neutral	1.824161024865158
contradiction	4.4451815942024595
entailment	0
entailment	2.500759389543224
neutral	1.4126010886704894
entailment	3.814872412045894
entailment	2.5173983752724807
neutral	4.436655049082943
entailment	1.8197814842757398
neutral	0
entailment	1.3223558451850714
entailment	4.359124945980364
entailment	3.145616149306621
neutral	2.7669454063178414
neutral	2.6383013849888224
entailment	3.0861833329853603
entailment	1.6987726524429156
contradiction	2.768202278983468
contradiction	4.947079203429123
contradiction	2.6130035540187513
-	1.8493527099348175
entailment	4.0327873966983985
entailment	2.561731325296188
-	3.7031505272270295
entailment	0.4162314531666874
entailment	1.2369033393418158
entailment	2.8392728930102535
entailment	1.9521765112239622
entailment	4.987747776978615
entailment	3.0438100320524373
neutral	1.3459775435637247
entailment	0
entailment	4.603886855911947
entailment	2.8428592849097005
contradiction	0
entailment	0.4833495828996944
neutral	4.185661892344696
contradiction	4.991850994749507
entailment	0
entailment	2.432891449453073
entailment	0.8316988679868603
entailment	2.6175919247609967
neutral	2.463677087834782
contradiction	2.565230725152822
contradiction	2.4813391741858184
entailment	3.3117538372596615
entailment	1.46011717081256
entailment	1.6603564733141427
contradiction	4.399089093893059
entailment	1.4431672524403971
neutral	2.527331035250904
neutral	2.8047457659516413
entailment	3.245730190390777
neutral	2.498736480260936
neutral	3.833175660189457
contradiction	2.625630077411384
neutral	5.142419332776765
entailment	0.48779104704307125
neutral	4.424156128094023
neutral	3.1612957591064514
contradiction	2.256901926306101
contradiction	2.252308243876131
entailment	2.625557916464834
entailment	2.557738484639874
entailment	3.74917258236975
neutral	4.243366685148427
entailment	3.8156360388327286
entailment	3.8763578052025442
-	2.7496487656570907
entailment	1.0
contradiction	4.95173866206703
neutral	4.305154542312991
contradiction	4.813836579759318
entailment	2.2220483315102233
contradiction	3.0709567476914037
neutral	3.679376023890638
neutral	2.5220007503784068
